dwc:catalogNumber,dwc:genus,species,Day,Month,Year,Day of the year
v0355028f,calycophyllum,calycophyllum spruceanum,15,3,1981,74
u.1554948,calycophyllum,calycophyllum spruceanum,24,7,1951,205
396494,calycophyllum,calycophyllum spruceanum,20,8,1994,232
1060671,calycophyllum,calycophyllum spruceanum,16,2,1977,47
306361,calycophyllum,calycophyllum spruceanum,19,4,1998,109
1060672,calycophyllum,calycophyllum spruceanum,18,2,1977,49
396492,calycophyllum,calycophyllum spruceanum,20,6,1918,171
1039365,calycophyllum,calycophyllum spruceanum,26,7,2008,208
540838,calycophyllum,calycophyllum spruceanum,23,3,1998,82
305963,calycophyllum,calycophyllum spruceanum,14,3,1998,73
u.1554905,calycophyllum,calycophyllum spruceanum,26,3,1992,86
no0007999,calycophyllum,calycophyllum spruceanum,28,1,1932,28
24262,calycophyllum,calycophyllum spruceanum,21,9,1968,265
158701,calycophyllum,calycophyllum spruceanum,20,5,1980,141
74339,calycophyllum,calycophyllum spruceanum,26,5,1977,146
159151,calycophyllum,calycophyllum spruceanum,27,7,1989,208
218673,calycophyllum,calycophyllum spruceanum,21,3,2004,81
149700,calycophyllum,calycophyllum spruceanum,16,4,1987,106
17094,calycophyllum,calycophyllum spruceanum,22,4,1966,112
259753,calycophyllum,calycophyllum spruceanum,27,4,2012,118
159152,calycophyllum,calycophyllum spruceanum,28,7,1989,209
182139,calycophyllum,calycophyllum spruceanum,18,3,1992,78
130915,calycophyllum,calycophyllum spruceanum,25,7,1981,206
204260,calycophyllum,calycophyllum spruceanum,30,8,2000,243
no0007993,calycophyllum,calycophyllum spruceanum,14,5,1975,134
no0007992,calycophyllum,calycophyllum spruceanum,26,3,1974,85
rb01363992,calycophyllum,calycophyllum spruceanum,20,6,2007,171
709692,calycophyllum,calycophyllum spruceanum,23,9,1968,267
17099,calycophyllum,calycophyllum spruceanum,23,4,1966,113
67737,calycophyllum,calycophyllum spruceanum,16,2,1977,47
174714,calycophyllum,calycophyllum spruceanum,26,3,1993,85
rb00579844,calycophyllum,calycophyllum spruceanum,15,3,2003,74
u.1554904,calycophyllum,calycophyllum spruceanum,16,6,1927,167
u.1554947,calycophyllum,calycophyllum spruceanum,20,6,1959,171
rb00771503,calycophyllum,calycophyllum spruceanum,28,10,1935,301
u.1554953,calycophyllum,calycophyllum spruceanum,21,9,1968,265
u.1554952,calycophyllum,calycophyllum spruceanum,27,9,1953,270
u.1554906,calycophyllum,calycophyllum spruceanum,15,8,1991,227
no0007986,calycophyllum,calycophyllum spruceanum,15,12,1980,350
s15/31073,calycophyllum,calycophyllum spruceanum,21,3,2004,81
112027,calycophyllum,calycophyllum spruceanum,27,4,1980,118
253827,calycophyllum,calycophyllum spruceanum,18,6,2013,169
12350,calycophyllum,calycophyllum spruceanum,18,1,1956,18
234331,calycophyllum,calycophyllum spruceanum,31,5,2007,151
159150,calycophyllum,calycophyllum spruceanum,27,7,1989,208
v0355031f,calycophyllum,calycophyllum spruceanum,21,9,1968,265
u.1554943,calycophyllum,calycophyllum spruceanum,16,2,1977,47
v0486725f,calycophyllum,calycophyllum spruceanum,15,7,1988,197
,calycophyllum,calycophyllum spruceanum,21,9,1968,265
710164,calycophyllum,calycophyllum spruceanum,25,3,1999,84
u.1554908,calycophyllum,calycophyllum spruceanum,31,8,1982,243
u.1554946,calycophyllum,calycophyllum spruceanum,20,6,1959,171
u.1554944,calycophyllum,calycophyllum spruceanum,18,2,1977,49
u.1554903,calycophyllum,calycophyllum spruceanum,28,1,1932,28
709708,calycophyllum,calycophyllum spruceanum,18,3,1992,78
1060670,calycophyllum,calycophyllum spruceanum,25,7,1981,206
u.1554958,calycophyllum,calycophyllum spruceanum,31,10,1968,305
u.1554910,calycophyllum,calycophyllum spruceanum,13,2,1980,44
u.1554909,calycophyllum,calycophyllum spruceanum,13,9,1980,257
u.1554907,calycophyllum,calycophyllum spruceanum,31,8,1974,243
wag.1553632,calycophyllum,calycophyllum spruceanum,15,4,1972,106
cm296944,calycophyllum,calycophyllum spruceanum,25,7,1981,206
rb01100596,calycophyllum,calycophyllum spruceanum,28,6,1989,179
rb00644214,calycophyllum,calycophyllum spruceanum,25,3,2011,84
rb00714577,calycophyllum,calycophyllum spruceanum,30,3,2011,89
barcode/00092440,calycophyllum,calycophyllum spruceanum,22,7,1850,203
rb00756081,calycophyllum,calycophyllum spruceanum,24,2,2010,55
rb00767049,calycophyllum,calycophyllum spruceanum,25,5,2011,145
396496,calycophyllum,calycophyllum spruceanum,19,4,1994,109
barcode/00589986,calycophyllum,calycophyllum spruceanum,22,7,1850,203
rb00335327,calycophyllum,calycophyllum spruceanum,13,5,1941,133
p03831966,calycophyllum,calycophyllum spruceanum,22,7,1850,203
rb00830897,calycophyllum,calycophyllum spruceanum,27,4,2012,118
rb01141890,calycophyllum,calycophyllum spruceanum,18,7,2014,199
rb01364007,calycophyllum,calycophyllum spruceanum,22,6,1997,173
rb01363988,calycophyllum,calycophyllum spruceanum,22,6,1997,173
p01900502,calycophyllum,calycophyllum spruceanum,28,7,1850,209
rb00335341,calycophyllum,calycophyllum spruceanum,23,2,1992,54
rb00823660,calycophyllum,calycophyllum spruceanum,15,6,2013,166
rb00656726,calycophyllum,calycophyllum spruceanum,17,3,2011,76
rb00335355,calycophyllum,calycophyllum spruceanum,18,8,1991,230
rb00543491,calycophyllum,calycophyllum spruceanum,18,7,1850,199
rb00335358,calycophyllum,calycophyllum spruceanum,18,2,1962,49
366116,calycophyllum,calycophyllum spruceanum,14,7,1982,195
rb00335387,calycophyllum,calycophyllum spruceanum,19,10,1930,292
rb00560084,calycophyllum,calycophyllum spruceanum,18,7,1850,199
rb00335334,calycophyllum,calycophyllum spruceanum,18,3,1991,77
rb00335320,calycophyllum,calycophyllum spruceanum,18,10,1919,291
737262,calycophyllum,calycophyllum spruceanum,21,2,1993,52
rb00582023,calycophyllum,calycophyllum spruceanum,26,7,2008,208
127395,calycophyllum,calycophyllum spruceanum,15,11,1975,319
rb00335939,calycophyllum,calycophyllum spruceanum,14,5,1975,134
rb00335384,calycophyllum,calycophyllum spruceanum,20,6,1962,171
2745700,calycophyllum,calycophyllum spruceanum,15,4,1972,106
2785474,calycophyllum,calycophyllum spruceanum,19,2,1970,50
3311207,calycophyllum,calycophyllum spruceanum,14,5,1995,134
100911056,calycophyllum,calycophyllum spruceanum,15,6,2013,166
3422628,calycophyllum,calycophyllum spruceanum,15,5,2002,135
2499475,calycophyllum,calycophyllum spruceanum,20,5,1962,140
3033693,calycophyllum,calycophyllum spruceanum,14,7,1982,195
2567639,calycophyllum,calycophyllum spruceanum,24,6,1962,175
2567870,calycophyllum,calycophyllum spruceanum,13,4,1963,103
2888649,calycophyllum,calycophyllum spruceanum,17,8,1974,229
1544465,calycophyllum,calycophyllum spruceanum,20,6,1918,171
3011788,calycophyllum,calycophyllum spruceanum,24,9,1982,267
2890000,calycophyllum,calycophyllum spruceanum,31,1,1968,31
2597131,calycophyllum,calycophyllum spruceanum,21,9,1968,265
100761760,calycophyllum,calycophyllum spruceanum,14,6,2011,165
13598,calycophyllum,calycophyllum spruceanum,15,4,1972,106
2248467,calycophyllum,calycophyllum spruceanum,24,7,1951,205
3376252,calycophyllum,calycophyllum spruceanum,19,4,1994,109
525356,calycophyllum,calycophyllum spruceanum,14,11,1979,318
7730,calycophyllum,calycophyllum spruceanum,19,10,1961,292
11377,calycophyllum,calycophyllum spruceanum,23,3,1998,82
13843,calycophyllum,calycophyllum spruceanum,26,7,1989,207
101221194,calycophyllum,calycophyllum spruceanum,27,3,2000,87
100934245,calycophyllum,calycophyllum spruceanum,19,6,2015,170
100911071,calycophyllum,calycophyllum spruceanum,30,3,2011,89
3090984,calycophyllum,calycophyllum spruceanum,23,3,1998,82
10994,calycophyllum,calycophyllum spruceanum,17,6,1993,168
396640,calycophyllum,calycophyllum spruceanum,15,3,2003,74
519209,calycophyllum,calycophyllum spruceanum,17,3,1984,77
3090662,calycophyllum,calycophyllum spruceanum,16,5,1978,136
3091297,calycophyllum,calycophyllum spruceanum,24,9,1982,267
3098084,calycophyllum,calycophyllum spruceanum,18,3,1992,78
509388,calycophyllum,calycophyllum spruceanum,16,6,1990,167
3093079,calycophyllum,calycophyllum spruceanum,20,6,1918,171
3092214,calycophyllum,calycophyllum spruceanum,16,5,1990,136
3091315,calycophyllum,calycophyllum spruceanum,15,3,1976,75
532660,calycophyllum,calycophyllum spruceanum,19,3,1980,79
2738048,calycophyllum,calycophyllum spruceanum,16,6,1927,167
531717,calycophyllum,calycophyllum spruceanum,28,6,1991,179
3090999,calycophyllum,calycophyllum spruceanum,25,1,1974,25
518296,calycophyllum,calycophyllum spruceanum,13,5,1983,133
520398,calycophyllum,calycophyllum spruceanum,21,2,1993,52
3096997,calycophyllum,calycophyllum spruceanum,22,6,1966,173
1416351,calycophyllum,calycophyllum spruceanum,13,5,1983,133
1925223,calycophyllum,calycophyllum spruceanum,26,11,2002,330
2499396,calycophyllum,calycophyllum spruceanum,15,2,1963,46
3092890,calycophyllum,calycophyllum spruceanum,19,6,1972,171
3093713,calycophyllum,calycophyllum spruceanum,17,7,2002,198
2382841,calycophyllum,calycophyllum spruceanum,19,3,2004,79
541934,calycophyllum,calycophyllum spruceanum,14,5,1984,135
3094462,calycophyllum,calycophyllum spruceanum,31,3,1992,91
3093934,calycophyllum,calycophyllum spruceanum,21,2,1972,52
3091555,calycophyllum,calycophyllum spruceanum,21,8,1948,234
1324093,calycophyllum,calycophyllum spruceanum,25,4,1999,115
2499401,calycophyllum,calycophyllum spruceanum,13,4,1962,103
3094122,calycophyllum,calycophyllum spruceanum,17,10,1987,290
537404,calycophyllum,calycophyllum spruceanum,23,1,1980,23
3091743,calycophyllum,calycophyllum spruceanum,19,3,1991,78
1416317,calycophyllum,calycophyllum spruceanum,26,11,1940,331
21992,calycophyllum,calycophyllum spruceanum,15,3,2003,74
509793,calycophyllum,calycophyllum spruceanum,17,7,1980,199
1523528,calycophyllum,calycophyllum spruceanum,21,7,1991,202
3093789,calycophyllum,calycophyllum spruceanum,26,3,1974,85
1303503,calycophyllum,calycophyllum spruceanum,19,4,1994,109
538232,calycophyllum,calycophyllum spruceanum,14,8,1983,226
3096846,calycophyllum,calycophyllum spruceanum,16,7,1975,197
3093223,calycophyllum,calycophyllum spruceanum,20,4,1976,111
3092156,calycophyllum,calycophyllum spruceanum,28,1,1932,28
532530,calycophyllum,calycophyllum spruceanum,18,6,1990,169
100408822,calycophyllum,calycophyllum spruceanum,19,5,2010,139
544524,calycophyllum,calycophyllum spruceanum,29,1,1979,29
3092374,calycophyllum,calycophyllum spruceanum,16,6,1989,167
1721727,calycophyllum,calycophyllum spruceanum,16,6,1997,167
526027,calycophyllum,calycophyllum spruceanum,25,6,1987,176
3094263,calycophyllum,calycophyllum spruceanum,25,3,1999,84
1151916,calycophyllum,calycophyllum spruceanum,19,8,1996,232
3093826,calycophyllum,calycophyllum spruceanum,17,10,1976,291
1416378,calycophyllum,calycophyllum spruceanum,17,8,1974,229
2931112,calycophyllum,calycophyllum spruceanum,19,3,2002,78
531654,calycophyllum,calycophyllum spruceanum,23,8,1991,235
3668172,calycophyllum,calycophyllum spruceanum,21,3,2004,81
128,calycophyllum,calycophyllum spruceanum,30,10,1957,303
100934920,calycophyllum,calycophyllum spruceanum,16,11,2015,320
100940714,calycophyllum,calycophyllum spruceanum,14,6,2015,165
532659,calycophyllum,calycophyllum spruceanum,18,4,1985,108
9229,calycophyllum,calycophyllum spruceanum,15,3,1985,74
18243,calycophyllum,calycophyllum spruceanum,25,4,1995,115
42787,calycophyllum,calycophyllum spruceanum,15,3,2003,74
234994,calycophyllum,calycophyllum spruceanum,14,6,1989,165
101101424,calycophyllum,calycophyllum spruceanum,26,2,2018,57
11363,calycophyllum,calycophyllum spruceanum,19,2,1970,50
36219,calycophyllum,calycophyllum spruceanum,15,3,2003,74
2617582,calycophyllum,calycophyllum spruceanum,24,6,1925,175
3067722,calycophyllum,calycophyllum spruceanum,18,4,1985,108
13596,calycophyllum,calycophyllum spruceanum,30,6,1977,181
3093018,calycophyllum,calycophyllum spruceanum,18,2,1977,49
525347,calycophyllum,calycophyllum spruceanum,14,11,1979,318
1416388,calycophyllum,calycophyllum spruceanum,24,7,1976,206
20928,calycophyllum,calycophyllum spruceanum,16,4,1987,106
55222,calycophyllum,calycophyllum spruceanum,21,3,2004,81
1664500,calycophyllum,calycophyllum spruceanum,28,1,1932,28
3467551,calycophyllum,calycophyllum spruceanum,28,4,2002,118
515434,calycophyllum,calycophyllum spruceanum,25,4,1984,116
21920,calycophyllum,calycophyllum spruceanum,26,3,1993,85
512648,calycophyllum,calycophyllum spruceanum,22,8,1992,235
527756,calycophyllum,calycophyllum spruceanum,24,5,1991,144
101266013,calycophyllum,calycophyllum spruceanum,17,10,2019,290
770956,calycophyllum,calycophyllum spruceanum,24,3,1980,84
3019629,calycophyllum,calycophyllum spruceanum,26,6,1980,178
19952,calycophyllum,calycophyllum spruceanum,22,5,1968,143
526585,calycophyllum,calycophyllum spruceanum,18,7,1980,200
2208195,calycophyllum,calycophyllum spruceanum,24,8,2003,236
533356,calycophyllum,calycophyllum spruceanum,19,3,1977,78
2810344,calycophyllum,calycophyllum spruceanum,18,2,1977,49
101101438,calycophyllum,calycophyllum spruceanum,26,2,2018,57
198710,calycophyllum,calycophyllum spruceanum,28,1,1979,28
20822,calycophyllum,calycophyllum spruceanum,16,4,1987,106
3093693,calycophyllum,calycophyllum spruceanum,22,11,1976,327
529377,calycophyllum,calycophyllum spruceanum,23,9,1985,266
100934244,calycophyllum,calycophyllum spruceanum,19,6,2015,170
262093,calycophyllum,calycophyllum spruceanum,28,5,1991,148
42081,calycophyllum,calycophyllum spruceanum,16,4,1987,106
4402,calycophyllum,calycophyllum spruceanum,16,4,1987,106
5547,calycophyllum,calycophyllum spruceanum,28,6,1989,179
530745,calycophyllum,calycophyllum spruceanum,15,11,1991,319
32146,calycophyllum,calycophyllum spruceanum,14,5,1995,134
88047,calycophyllum,calycophyllum spruceanum,15,3,2003,74
3092924,calycophyllum,calycophyllum spruceanum,25,7,1981,206
65068,calycophyllum,calycophyllum spruceanum,13,6,1997,164
3092652,calycophyllum,calycophyllum spruceanum,28,4,2002,118
532709,calycophyllum,calycophyllum spruceanum,28,3,1980,88
3091810,calycophyllum,calycophyllum spruceanum,16,8,1990,228
526578,calycophyllum,calycophyllum spruceanum,13,2,1980,44
1452296,calycophyllum,calycophyllum spruceanum,20,10,1979,293
3091107,calycophyllum,calycophyllum spruceanum,23,12,1987,357
3090734,calycophyllum,calycophyllum spruceanum,14,5,1975,134
2810336,calycophyllum,calycophyllum spruceanum,16,2,1977,47
15160,calycophyllum,calycophyllum spruceanum,14,5,1995,134
2380972,calycophyllum,calycophyllum spruceanum,16,6,2004,168
3094636,calycophyllum,calycophyllum spruceanum,29,4,2004,120
3092346,calycophyllum,calycophyllum spruceanum,24,4,1967,114
1352319,calycophyllum,calycophyllum spruceanum,21,12,1998,355
83023,calycophyllum,calycophyllum spruceanum,15,3,2003,74
3091870,calycophyllum,calycophyllum spruceanum,15,12,1980,350
166650,calycophyllum,calycophyllum spruceanum,28,1,1979,28
540072,calycophyllum,calycophyllum spruceanum,29,8,1983,241
536030,calycophyllum,calycophyllum spruceanum,25,2,1976,56
9873,calycophyllum,calycophyllum spruceanum,20,7,1984,202
1016,calycophyllum,calycophyllum spruceanum,15,5,1965,135
3178770,calycophyllum,calycophyllum spruceanum,13,2,1980,44
20788,calycophyllum,calycophyllum spruceanum,29,4,1992,120
1851682,calycophyllum,calycophyllum spruceanum,26,11,1940,331
17236,calycophyllum,calycophyllum spruceanum,23,4,1966,113
130805,calycophyllum,calycophyllum spruceanum,20,7,1984,202
2499410,calycophyllum,calycophyllum spruceanum,17,8,1962,229
2617136,calycophyllum,calycophyllum spruceanum,24,4,1967,114
101266474,calycophyllum,calycophyllum spruceanum,23,9,2020,267
16957,calycophyllum,calycophyllum spruceanum,31,7,1989,212
3111581,calycophyllum,calycophyllum spruceanum,25,7,1981,206
1458375,calycophyllum,calycophyllum spruceanum,22,1,1935,22
16689,calycophyllum,calycophyllum spruceanum,25,4,1995,115
28081,calycophyllum,calycophyllum spruceanum,13,6,1997,164
3252308,calycophyllum,calycophyllum spruceanum,18,7,1980,200
3252309,calycophyllum,calycophyllum spruceanum,18,7,1980,200
23559,calycophyllum,calycophyllum spruceanum,15,2,1977,46
321466,calycophyllum,calycophyllum spruceanum,13,4,1995,103
102910,calycophyllum,calycophyllum spruceanum,13,6,1997,164
5448,calycophyllum,calycophyllum spruceanum,29,5,1996,150
13842,calycophyllum,calycophyllum spruceanum,31,7,1989,212
1459049,calycophyllum,calycophyllum spruceanum,29,1,1935,29
14088,calycophyllum,calycophyllum spruceanum,25,3,1999,84
10552,calycophyllum,calycophyllum spruceanum,14,12,2000,349
80846,calycophyllum,calycophyllum spruceanum,25,5,2011,145
7720,calycophyllum,calycophyllum spruceanum,27,6,1962,178
10539,calycophyllum,calycophyllum spruceanum,29,11,1999,333
13599,calycophyllum,calycophyllum spruceanum,28,1,1979,28
128709,calycophyllum,calycophyllum spruceanum,14,12,2000,349
5219,calycophyllum,calycophyllum spruceanum,18,3,1992,78
9867,calycophyllum,calycophyllum spruceanum,29,11,1999,333
15370,calycophyllum,calycophyllum spruceanum,15,6,1989,166
15236,calycophyllum,calycophyllum spruceanum,14,6,1989,165
3195,calycophyllum,calycophyllum spruceanum,16,7,1957,197
82043,calycophyllum,calycophyllum spruceanum,27,4,2012,118
199413,calycophyllum,calycophyllum spruceanum,27,4,2012,118
37846,calycophyllum,calycophyllum spruceanum,28,8,2009,240
3946,calycophyllum,calycophyllum spruceanum,15,6,1989,166
6622,calycophyllum,calycophyllum spruceanum,13,6,1997,164
26171,calycophyllum,calycophyllum spruceanum,17,6,1993,168
13841,calycophyllum,calycophyllum spruceanum,27,7,1989,208
195515,calycophyllum,calycophyllum spruceanum,25,5,2011,145
9624,calycophyllum,calycophyllum spruceanum,14,12,2000,349
391483,calycophyllum,calycophyllum spruceanum,28,3,2013,87
13597,calycophyllum,calycophyllum spruceanum,19,2,1970,50
bm000777550,calycophyllum,calycophyllum spruceanum,9,5,1855,129
2499474,calycophyllum,calycophyllum spruceanum,8,7,1961,189
2811974,calycophyllum,calycophyllum spruceanum,4,12,1961,338
182249,calycophyllum,calycophyllum spruceanum,7,7,1994,188
,calycophyllum,calycophyllum spruceanum,0,5,1855,120
,calycophyllum,calycophyllum spruceanum,0,5,1855,120
1693267,calycophyllum,calycophyllum spruceanum,7,7,1936,189
,calycophyllum,calycophyllum spruceanum,0,5,1901,120
,calycophyllum,calycophyllum spruceanum,12,6,1933,163
3219057,calycophyllum,calycophyllum spruceanum,3,12,1981,337
,calycophyllum,calycophyllum spruceanum,7,7,1936,189
,calycophyllum,calycophyllum spruceanum,7,11,1874,311
1483456,calycophyllum,calycophyllum spruceanum,5,4,1894,95
965399,calycophyllum,calycophyllum spruceanum,4,3,1995,63
3091475,calycophyllum,calycophyllum spruceanum,6,8,1998,218
1661975,calycophyllum,calycophyllum spruceanum,6,12,1933,340
3098251,calycophyllum,calycophyllum spruceanum,5,2,1981,36
v0069045f,calycophyllum,calycophyllum spruceanum,8,7,1850,189
3091709,calycophyllum,calycophyllum spruceanum,8,8,1986,220
709691,calycophyllum,calycophyllum spruceanum,7,7,1965,188
,calycophyllum,calycophyllum spruceanum,0,7,1850,181
,calycophyllum,calycophyllum spruceanum,9,11,1874,313
,calycophyllum,calycophyllum spruceanum,0,7,1850,181
,calycophyllum,calycophyllum spruceanum,12,6,1933,163
,calycophyllum,calycophyllum spruceanum,11,8,1933,223
,calycophyllum,calycophyllum spruceanum,11,8,1933,223
4745,calycophyllum,calycophyllum spruceanum,8,9,1994,251
16976,calycophyllum,calycophyllum spruceanum,1,12,2008,336
3673,calycophyllum,calycophyllum spruceanum,6,8,2009,218
5703,calycophyllum,calycophyllum spruceanum,5,4,1953,95
208281,calycophyllum,calycophyllum spruceanum,7,8,2001,219
s/pl/22779,calycophyllum,calycophyllum spruceanum,8,8,1936,221
217965,calycophyllum,calycophyllum spruceanum,12,3,2006,71
1810481,calycophyllum,calycophyllum spruceanum,8,7,1850,189
7516,calycophyllum,calycophyllum spruceanum,10,6,1959,161
v0089270f,calycophyllum,calycophyllum spruceanum,12,11,1997,316
v0069047f,calycophyllum,calycophyllum spruceanum,8,7,1850,189
v0486722f,calycophyllum,calycophyllum spruceanum,12,7,1984,194
10351,calycophyllum,calycophyllum spruceanum,6,7,1990,187
v0355025f,calycophyllum,calycophyllum spruceanum,5,11,1982,309
v0069043f,calycophyllum,calycophyllum spruceanum,8,7,1850,189
2268274,calycophyllum,calycophyllum spruceanum,8,11,1942,312
709715,calycophyllum,calycophyllum spruceanum,11,8,1933,223
192404,calycophyllum,calycophyllum spruceanum,11,9,1985,254
v/087484,calycophyllum,calycophyllum spruceanum,3,4,1963,93
s/pl/13123,calycophyllum,calycophyllum spruceanum,1,1,1900,1
543266,calycophyllum,calycophyllum spruceanum,8,11,1990,312
u.1554957,calycophyllum,calycophyllum spruceanum,12,6,1957,163
u.1554956,calycophyllum,calycophyllum spruceanum,1,1,1919,1
v0069046f,calycophyllum,calycophyllum spruceanum,8,7,1850,189
709716,calycophyllum,calycophyllum spruceanum,11,8,1933,223
238156,calycophyllum,calycophyllum spruceanum,6,7,2013,187
6411,calycophyllum,calycophyllum spruceanum,4,5,2011,124
583171,calycophyllum,calycophyllum spruceanum,8,6,1995,159
709702,calycophyllum,calycophyllum spruceanum,8,4,1998,98
1156185,calycophyllum,calycophyllum spruceanum,4,4,1995,94
100307050,calycophyllum,calycophyllum spruceanum,6,7,2008,188
